交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"20190402304993231341 	","                    	",2019/4/2 4:59,                    ,2019/4/2 4:59,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.04.01-收益发放 ,0.83,        ,交易成功    ,0,0,                    ,已收入      
"20190402009130101000340092095406	","20190402009130501000340041373958	",2019/4/2 1:54,2019/4/2 1:54,2019/4/2 1:54,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,481.3,        ,交易成功    ,0,0,                    ,资金转移     
"20190401001080012204340066117325	","                    	",2019/4/1 14:58,                    ,2019/4/1 14:58,支付宝网站     ,即时到账交易          ,博时黄金-蚂蚁（杭州）基金销售有限公司,博时黄金-买入             ,300,        ,交易成功    ,0,0,                    ,已支出      
"20190401399208463341 	","                    	",2019/4/1 2:09,                    ,2019/4/1 2:09,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.31-收益发放 ,0.92,        ,交易成功    ,0,0,                    ,已收入      
"20190401009130101000340091626321	","20190401009130501000340040366298	",2019/4/1 1:54,2019/4/1 1:54,2019/4/1 1:54,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,0.13,        ,交易成功    ,0,0,                    ,资金转移     
"20190331396101335341 	","                    	",2019/3/31 4:36,                    ,2019/3/31 4:36,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.30-收益发放 ,0.92,        ,交易成功    ,0,0,                    ,已收入      
"20190330392525539341 	","                    	",2019/3/30 4:28,                    ,2019/3/30 4:28,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.29-收益发放 ,0.95,        ,交易成功    ,0,0,                    ,已收入      
"20190329387451797341 	","                    	",2019/3/29 4:02,                    ,2019/3/29 4:02,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.28-收益发放 ,0.78,        ,交易成功    ,0,0,                    ,已收入      
"20190328385661697341 	","                    	",2019/3/28 4:05,                    ,2019/3/28 4:05,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.27-收益发放 ,0.83,        ,交易成功    ,0,0,                    ,已收入      
"20190327382036333341 	","                    	",2019/3/27 4:01,                    ,2019/3/27 4:01,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.26-收益发放 ,0.83,        ,交易成功    ,0,0,                    ,已收入      
"20190326001080012204340065150691	","                    	",2019/3/26 14:56,                    ,2019/3/26 14:56,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富上证综合指数-买入   ,50,        ,交易成功    ,0,0,                    ,已支出      
"20190326378883008341 	","                    	",2019/3/26 4:31,                    ,2019/3/26 4:31,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.25-收益发放 ,1.14,        ,交易成功    ,0,0,                    ,已收入      
"20190325001080012204340064922960	","                    	",2019/3/25 14:57,                    ,2019/3/25 14:57,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富上证综合指数-买入   ,50,        ,交易成功    ,0,0,                    ,已支出      
"20190325376656535341 	","                    	",2019/3/25 4:56,                    ,2019/3/25 4:56,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.24-收益发放 ,1,        ,交易成功    ,0,0,                    ,已收入      
"20190324375102624341 	","                    	",2019/3/24 10:45,                    ,2019/3/24 10:45,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.23-收益发放 ,1,        ,交易成功    ,0,0,                    ,已收入      
"20190323369829391341 	","                    	",2019/3/23 5:22,                    ,2019/3/23 5:22,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.22-收益发放 ,0.97,        ,交易成功    ,0,0,                    ,已收入      
"20190322364473353341 	","                    	",2019/3/22 5:09,                    ,2019/3/22 5:09,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.21-收益发放 ,0.83,        ,交易成功    ,0,0,                    ,已收入      
"20190322009130101000340088576886	","20190322009130501000340035582802	",2019/3/22 1:54,2019/3/22 1:54,2019/3/22 1:54,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,472.22,        ,交易成功    ,0,0,                    ,资金转移     
"20190321362512555341 	","                    	",2019/3/21 5:36,                    ,2019/3/21 5:36,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.20-收益发放 ,0.81,        ,交易成功    ,0,0,                    ,已收入      
"20190320009130125000340088175023	","20190320200040011100770014948653	",2019/3/20 17:09,2019/3/20 17:09,2019/3/20 17:09,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,转账收款到余额宝            ,553,        ,交易成功    ,0,0,                    ,资金转移     
"20190320359602364341 	","                    	",2019/3/20 4:58,                    ,2019/3/20 4:58,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.19-收益发放 ,0.81,        ,交易成功    ,0,0,                    ,已收入      
"20190319355779280341 	","                    	",2019/3/19 4:01,                    ,2019/3/19 4:01,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.18-收益发放 ,0.98,        ,交易成功    ,0,0,                    ,已收入      
"20190318351238716341 	","                    	",2019/3/18 4:26,                    ,2019/3/18 4:26,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.17-收益发放 ,0.97,        ,交易成功    ,0,0,                    ,已收入      
"20190317346085178341 	","                    	",2019/3/17 4:01,                    ,2019/3/17 4:01,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.16-收益发放 ,0.98,        ,交易成功    ,0,0,                    ,已收入      
"20190316342631910341 	","                    	",2019/3/16 4:10,                    ,2019/3/16 4:10,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.15-收益发放 ,1.18,        ,交易成功    ,0,0,                    ,已收入      
"20190315340691888341 	","                    	",2019/3/15 5:04,                    ,2019/3/15 5:04,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.14-收益发放 ,1,        ,交易成功    ,0,0,                    ,已收入      
"20190314337351260341 	","                    	",2019/3/14 5:24,                    ,2019/3/14 5:24,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.13-收益发放 ,0.76,        ,交易成功    ,0,0,                    ,已收入      
"20190313333616156341 	","                    	",2019/3/13 4:53,                    ,2019/3/13 4:53,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.12-收益发放 ,0.48,        ,交易成功    ,0,0,                    ,已收入      
"20190312330109299341 	","                    	",2019/3/12 4:32,                    ,2019/3/12 4:32,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.11-收益发放 ,0.55,        ,交易成功    ,0,0,                    ,已收入      
"20190312009130101000340085091378	","20190312009130501000340030780839	",2019/3/12 1:54,2019/3/12 1:54,2019/3/12 1:54,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,500,        ,交易成功    ,0,0,                    ,资金转移     
"20190311009130100010340084952190	","LC2019031120382020889129723163475435	",2019/3/11 20:38,2019/3/11 20:38,2019/3/11 20:38,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,4200,        ,交易成功    ,0,0,                    ,资金转移     
"20190311009130100010340084743358	","LC2019031120375820889129723163476662	",2019/3/11 20:37,2019/3/11 20:38,2019/3/11 20:37,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,2300,        ,交易成功    ,0,0,                    ,资金转移     
"20190311324915077341 	","                    	",2019/3/11 4:12,                    ,2019/3/11 4:12,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.10-收益发放 ,0.49,        ,交易成功    ,0,0,                    ,已收入      
"20190310323158278341 	","                    	",2019/3/10 4:18,                    ,2019/3/10 4:18,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.09-收益发放 ,0.5,        ,交易成功    ,0,0,                    ,已收入      
"20190309317917249341 	","                    	",2019/3/9 4:05,                    ,2019/3/9 4:05,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.08-收益发放 ,0.62,        ,交易成功    ,0,0,                    ,已收入      
"20190308001080012204340062146106	","                    	",2019/3/8 14:44,                    ,2019/3/8 14:45,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富上证综合指数-买入   ,50,        ,交易成功    ,0,0,                    ,已支出      
"20190308001080012204340062144316	","                    	",2019/3/8 14:43,                    ,2019/3/8 14:43,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-富国上证综指ETF联接-买入 ,50,        ,交易成功    ,0,0,                    ,已支出      
"20190308313974446341 	","                    	",2019/3/8 4:04,                    ,2019/3/8 4:04,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.07-收益发放 ,0.59,        ,交易成功    ,0,0,                    ,已收入      
"20190307310808583341 	","                    	",2019/3/7 4:43,                    ,2019/3/7 4:43,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.06-收益发放 ,0.31,        ,交易成功    ,0,0,                    ,已收入      
"20190306307223859341 	","                    	",2019/3/6 4:01,                    ,2019/3/6 4:01,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.05-收益发放 ,0.22,        ,交易成功    ,0,0,                    ,已收入      
"20190304001080012404340061260947	","                    	",2019/3/5 15:12,                    ,2019/3/5 15:12,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-招商MSCI中国A股国际通指数A-卖出至余额宝,104.23,        ,交易成功    ,0,0,                    ,已收入      
"20190304001080012404340061260416	","                    	",2019/3/5 15:10,                    ,2019/3/5 15:10,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-招商中证白酒指数分级-卖出至余额宝,91.04,        ,交易成功    ,0,0,                    ,已收入      
"20190304001080012404340061259943	","                    	",2019/3/5 15:09,                    ,2019/3/5 15:09,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-兴全轻资产投资混合(LOF)-卖出至余额宝,105.34,        ,交易成功    ,0,0,                    ,已收入      
"20190304001080012404340061260951	","                    	",2019/3/5 15:08,                    ,2019/3/5 15:08,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-景顺长城沪深300增强-卖出至余额宝,198.16,        ,交易成功    ,0,0,                    ,已收入      
"20190304001080012404340061260946	","                    	",2019/3/5 15:08,                    ,2019/3/5 15:08,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板指数A-卖出至余额宝,3026.19,        ,交易成功    ,0,0,                    ,已收入      
"20190304001080012404340061260948	","                    	",2019/3/5 15:06,                    ,2019/3/5 15:06,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富上证综合指数-卖出至余额宝,1387.03,        ,交易成功    ,0,0,                    ,已收入      
"20190304001080012404340061258348	","                    	",2019/3/5 15:06,                    ,2019/3/5 15:06,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-富国国家安全主题混合-卖出至余额宝,360.82,        ,交易成功    ,0,0,                    ,已收入      
"20190305302956051341 	","                    	",2019/3/5 4:03,                    ,2019/3/5 4:03,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.04-收益发放 ,0.31,        ,交易成功    ,0,0,                    ,已收入      
"20190304300539028341 	","                    	",2019/3/4 9:26,                    ,2019/3/4 9:26,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.03-收益发放 ,0.3,        ,交易成功    ,0,0,                    ,已收入      
"20190303398578587341 	","                    	",2019/3/3 5:19,                    ,2019/3/3 5:19,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.02-收益发放 ,0.4,        ,交易成功    ,0,0,                    ,已收入      
"20190303009130101000340082233799	","20190303009130501000340026061677	",2019/3/3 1:54,2019/3/3 1:54,2019/3/3 1:54,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,2.01,        ,交易成功    ,0,0,                    ,资金转移     
"20190302396779976341 	","                    	",2019/3/2 10:52,                    ,2019/3/2 10:52,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.03.01-收益发放 ,0.4,        ,交易成功    ,0,0,                    ,已收入      
"20190301388781781341 	","                    	",2019/3/1 4:00,                    ,2019/3/1 4:00,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.28-收益发放 ,0.41,        ,交易成功    ,0,0,                    ,已收入      
"20190301009130101000340081417294	","20190301009130501000340024978177	",2019/3/1 1:54,2019/3/1 1:54,2019/3/1 1:54,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,500.47,        ,交易成功    ,0,0,                    ,资金转移     
"20190228384917987341 	","                    	",2019/2/28 4:05,                    ,2019/2/28 4:05,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.27-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20190227383196279341 	","                    	",2019/2/27 4:29,                    ,2019/2/27 4:29,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.26-收益发放 ,0.38,        ,交易成功    ,0,0,                    ,已收入      
"20190224001080012404340059999577	","                    	",2019/2/26 15:15,                    ,2019/2/26 15:15,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-英大现金宝货币-卖出至余额宝 ,0.04,        ,交易成功    ,0,0,                    ,已收入      
"20190226378016557341 	","                    	",2019/2/26 4:04,                    ,2019/2/26 4:04,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.25-收益发放 ,0.45,        ,交易成功    ,0,0,                    ,已收入      
"20190225374692166341 	","                    	",2019/2/25 4:12,                    ,2019/2/25 4:12,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.24-收益发放 ,0.45,        ,交易成功    ,0,0,                    ,已收入      
"20190224372796649341 	","                    	",2019/2/24 4:07,                    ,2019/2/24 4:07,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.23-收益发放 ,0.45,        ,交易成功    ,0,0,                    ,已收入      
"20190223369368099341 	","                    	",2019/2/23 4:01,                    ,2019/2/23 4:01,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.22-收益发放 ,0.51,        ,交易成功    ,0,0,                    ,已收入      
"20190222366027548341 	","                    	",2019/2/22 4:12,                    ,2019/2/22 4:12,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.21-收益发放 ,0.43,        ,交易成功    ,0,0,                    ,已收入      
"20190220001080012404340059490289	","                    	",2019/2/21 15:03,                    ,2019/2/21 15:03,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-英大现金宝货币-卖出至余额宝 ,501.72,        ,交易成功    ,0,0,                    ,已收入      
"20190221361072369341 	","                    	",2019/2/21 4:09,                    ,2019/2/21 4:09,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.02.20-收益发放 ,0.39,        ,交易成功    ,0,0,                    ,已收入      
"20190219009130100010340078739134	","LC2019021908331920889129723163473079	",2019/2/19 8:33,2019/2/19 8:33,2019/2/19 8:33,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,5249.31,        ,交易成功    ,0,0,                    ,资金转移     
"20190219353713745341 	","                    	",2019/2/19 8:32,                    ,2019/2/19 8:32,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.18-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20190219009130200010340051922617	","LC2019021908324120889129723163474237	",2019/2/19 8:32,2019/2/19 8:32,2019/2/19 8:32,支付宝网站     ,即时到账交易          ,甘家城             ,余额宝-转出到余额           ,5249.31,        ,交易成功    ,0,0,                    ,资金转移     
"20190219009130101000340078529652	","20190219009130501000340020430882	",2019/2/19 1:57,2019/2/19 1:57,2019/2/19 1:57,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-自动转入            ,5248.98,        ,交易成功    ,0,0,                    ,资金转移     
"20190219009130200010340051924375	","LC2019021900102820889129723163476625	",2019/2/19 0:10,2019/2/19 0:10,2019/2/19 0:10,支付宝网站     ,即时到账交易          ,甘家城             ,余额宝-转出到余额           ,4748.98,        ,交易成功    ,0,0,                    ,资金转移     
"20190218353061925341 	","                    	",2019/2/18 9:51,                    ,2019/2/18 9:51,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.17-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20190217349553424341 	","                    	",2019/2/17 9:14,                    ,2019/2/17 9:14,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.16-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20190216343209121341 	","                    	",2019/2/16 5:28,                    ,2019/2/16 5:28,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.15-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20190215341343629341 	","                    	",2019/2/15 6:11,                    ,2019/2/15 6:11,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.14-收益发放 ,0.5,        ,交易成功    ,0,0,                    ,已收入      
"20190215528962593402 	","201902151002300004340031142937-AUTH_CONFIRM	",2019/2/15 6:11,2019/2/15 6:11,2019/2/15 6:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中***********公司  ,定期理财-国寿超月宝          ,2000,        ,交易成功    ,0,0,                    ,已支出      
"20190214009130125000340077324427	","20190214200040011100500085501925	",2019/2/14 21:34,2019/2/14 21:34,2019/2/14 21:34,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,转账收款到余额宝            ,1000,        ,交易成功    ,0,0,                    ,资金转移     
"20190214339531389341 	","                    	",2019/2/14 9:51,                    ,2019/2/14 9:51,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.13-收益发放 ,0.48,        ,交易成功    ,0,0,                    ,已收入      
"20190213335606925341 	","                    	",2019/2/13 10:02,                    ,2019/2/13 10:02,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.12-收益发放 ,0.49,        ,交易成功    ,0,0,                    ,已收入      
"20190212332396288341 	","                    	",2019/2/12 10:25,                    ,2019/2/12 10:25,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.11-收益发放 ,0.25,        ,交易成功    ,0,0,                    ,已收入      
"20190211456560623402 	","201902111002300002340028609767-AUTH_FREEZE	",2019/2/11 13:56,2019/2/11 13:56,2019/2/11 13:56,其他（包括阿里巴巴和外部商家）,预订交易            ,中***********公司  ,定期理财-国寿超月宝          ,2000,        ,冻结成功    ,0,0,                    ,冻结       
"20190211327394708341 	","                    	",2019/2/11 5:57,                    ,2019/2/11 5:57,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.10-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190210325441885341 	","                    	",2019/2/10 9:54,                    ,2019/2/10 9:54,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.09-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190209320391534341 	","                    	",2019/2/9 5:44,                    ,2019/2/9 5:44,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.08-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190209009130101000340075770390	","20190209009130501000340015976511	",2019/2/9 1:57,2019/2/9 1:57,2019/2/9 1:57,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-自动转入            ,20.27,        ,交易成功    ,0,0,                    ,资金转移     
"20190208318018187341 	","                    	",2019/2/8 9:48,                    ,2019/2/8 9:48,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.07-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190207315163615341 	","                    	",2019/2/7 10:29,                    ,2019/2/7 10:29,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.06-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190206311183317341 	","                    	",2019/2/6 10:00,                    ,2019/2/6 10:00,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.05-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190205308063512341 	","                    	",2019/2/5 9:36,                    ,2019/2/5 9:36,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.04-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190205009130101000340074241719	","20190205009130501000340013491243	",2019/2/5 1:41,2019/2/5 1:41,2019/2/5 1:41,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-自动转入            ,15.13,        ,交易成功    ,0,0,                    ,资金转移     
"20190204301438730341 	","                    	",2019/2/4 7:48,                    ,2019/2/4 7:48,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.03-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190203397774802341 	","                    	",2019/2/3 6:04,                    ,2019/2/3 6:04,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.02-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190202009130100010340073255621	","LC2019020218235820889129723163475897	",2019/2/2 18:23,2019/2/2 18:24,2019/2/2 18:23,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-单次转入            ,5000,        ,交易成功    ,0,0,                    ,资金转移     
"20190202394658484341 	","                    	",2019/2/2 10:52,                    ,2019/2/2 10:52,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.02.01-收益发放 ,0.25,        ,交易成功    ,0,0,                    ,已收入      
"20190201389711311341 	","                    	",2019/2/1 7:41,                    ,2019/2/1 7:41,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2019.01.31-收益发放 ,0.25,        ,交易成功    ,0,0,                    ,已收入      
"20190201009130101000340072422688	","20190201009130501000340011068575	",2019/2/1 0:57,2019/2/1 0:57,2019/2/1 0:57,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-自动转入            ,0.91,        ,交易成功    ,0,0,                    ,资金转移     
"20190130009130100010340071609627	","LC2019013012114720889129723163478141	",2019/1/30 12:11,2019/1/30 12:11,2019/1/30 12:11,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-单次转入            ,3468.59,        ,交易成功    ,0,0,                    ,资金转移     
"20190130009130200010340048442790	","LC2019013012091620889129723163476781	",2019/1/30 12:09,2019/1/30 12:09,2019/1/30 12:09,支付宝网站     ,即时到账交易          ,甘家城             ,余额宝-转出到余额           ,3468.59,        ,交易成功    ,0,0,                    ,资金转移     
"20190130383194714341 	","                    	",2019/1/30 10:47,                    ,2019/1/30 10:47,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2019.01.29-收益发放 ,0.26,        ,交易成功    ,0,0,                    ,已收入      
"20190129378349251341 	","                    	",2019/1/29 5:21,                    ,2019/1/29 5:21,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2019.01.28-收益发放 ,0.26,        ,交易成功    ,0,0,                    ,已收入      
"20190128372724553341 	","                    	",2019/1/28 4:16,                    ,2019/1/28 4:16,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2019.01.27-收益发放 ,0.26,        ,交易成功    ,0,0,                    ,已收入      
"20190127371217103341 	","                    	",2019/1/27 5:15,                    ,2019/1/27 5:15,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2019.01.26-收益发放 ,0.26,        ,交易成功    ,0,0,                    ,已收入      
"20190126365441825341 	","                    	",2019/1/26 4:37,                    ,2019/1/26 4:37,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2019.01.25-收益发放 ,0.27,        ,交易成功    ,0,0,                    ,已收入      
"20190126009130175990340069581864	","20190125200760994334-121	",2019/1/26 0:08,2019/1/26 0:08,2019/1/26 0:08,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,红包奖励发放              ,0.01,        ,交易成功    ,0,0,                    ,资金转移     
"20190125363402069341 	","                    	",2019/1/25 4:28,                    ,2019/1/25 4:28,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2019.01.24-收益发放 ,0.27,        ,交易成功    ,0,0,                    ,已收入      
"20190125009130175990340068953623	","20190124200714871834-121	",2019/1/25 0:58,2019/1/25 0:58,2019/1/25 0:58,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,红包奖励发放              ,0.04,        ,交易成功    ,0,0,                    ,资金转移     
"20190124356760769341 	","                    	",2019/1/24 4:10,                    ,2019/1/24 4:10,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2019.01.23-收益发放 ,0.34,        ,交易成功    ,0,0,                    ,已收入      
"20190124009130175990340068361391	","20190123200648877634-121	",2019/1/24 3:31,2019/1/24 3:31,2019/1/24 3:31,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,红包奖励发放              ,0.04,        ,交易成功    ,0,0,                    ,资金转移     
"20190123356969905341 	","                    	",2019/1/23 10:39,                    ,2019/1/23 10:39,支付宝网站     ,即时到账交易          ,华安基金管理有限公司      ,余额宝-2019.01.22-收益发放 ,0.01,        ,交易成功    ,0,0,                    ,已收入      
"20190123009130175990340068100724	","20190122200581062834-121	",2019/1/23 2:50,2019/1/23 2:50,2019/1/23 2:50,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,红包奖励发放              ,0.02,        ,交易成功    ,0,0,                    ,资金转移     
"20190123009130101000340067669076	","20190123009130501000340006575531	",2019/1/23 1:57,2019/1/23 1:57,2019/1/23 1:57,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-自动转入            ,8.9,        ,交易成功    ,0,0,                    ,资金转移     
"20190122009130100010340067380964	","LC2019012206151620889129723163479305	",2019/1/22 6:15,2019/1/22 6:15,2019/1/22 6:15,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-单次转入            ,4084.15,        ,交易成功    ,0,0,                    ,资金转移     
